CID,BDATE,GEN,dwh_create_date
AW00013117,1971-07-11,Female,2026-07-14 10:09:33.9700000
AW00013118,1966-01-05,Female,2026-07-14 10:09:33.9700000
AW00013119,1971-05-10,Female,2026-07-14 10:09:33.9700000
AW00013120,1976-07-05,Male,2026-07-14 10:09:33.9700000
AW00013121,1976-03-18,Female,2026-07-14 10:09:33.9700000
AW00013122,1971-01-30,Female,2026-07-14 10:09:33.9700000
AW00013123,1975-05-01,Female,2026-07-14 10:09:33.9700000
AW00013124,1969-08-29,Male,2026-07-14 10:09:33.9700000
AW00013125,1975-07-05,Male,2026-07-14 10:09:33.9700000
AW00013126,1969-08-03,Female,2026-07-14 10:09:33.9700000
AW00013127,1970-06-09,Male,2026-07-14 10:09:33.9700000
AW00013128,1975-04-20,Female,2026-07-14 10:09:33.9700000
AW00013129,1969-11-29,Female,2026-07-14 10:09:33.9700000
AW00013130,1970-10-22,Male,2026-07-14 10:09:33.9700000
AW00013131,1965-02-28,Female,2026-07-14 10:09:33.9700000
AW00013132,1964-08-20,Male,2026-07-14 10:09:33.9700000
AW00013133,1965-02-15,Male,2026-07-14 10:09:33.9700000
AW00013134,1939-10-29,Female,2026-07-14 10:09:33.9700000
AW00013135,1963-01-31,Male,2026-07-14 10:09:33.9700000
AW00013136,1942-05-12,Female,2026-07-14 10:09:33.9700000
AW00013137,1965-08-08,Female,2026-07-14 10:09:33.9700000
AW00013138,1965-12-09,Female,2026-07-14 10:09:33.9700000
AW00013139,1967-02-05,Female,2026-07-14 10:09:33.9700000
AW00013140,1958-10-08,Female,2026-07-14 10:09:33.9700000
AW00013141,1959-04-07,Male,2026-07-14 10:09:33.9700000
AW00013142,1980-09-19,Male,2026-07-14 10:09:33.9700000
AW00013143,1980-08-05,Female,2026-07-14 10:09:33.9700000
AW00013144,1982-02-24,Female,2026-07-14 10:09:33.9700000
AW00013145,1981-07-21,Male,2026-07-14 10:09:33.9700000
AW00013146,1981-11-12,Female,2026-07-14 10:09:33.9700000
AW00013147,1986-02-20,Male,2026-07-14 10:09:33.9700000
AW00013148,1985-09-29,Male,2026-07-14 10:09:33.9700000
AW00013149,1957-02-14,Female,2026-07-14 10:09:33.9700000
AW00013150,1942-12-08,Female,2026-07-14 10:09:33.9700000
AW00013151,1984-06-04,Male,2026-07-14 10:09:33.9700000
AW00013152,1983-08-16,Female,2026-07-14 10:09:33.9700000
AW00013153,1985-04-16,Male,2026-07-14 10:09:33.9700000
AW00013154,1985-01-18,Male,2026-07-14 10:09:33.9700000
AW00013155,1950-04-07,Male,2026-07-14 10:09:33.9700000
AW00013156,1951-07-03,Male,2026-07-14 10:09:33.9700000
AW00013157,1945-08-22,Female,2026-07-14 10:09:33.9700000
AW00013158,1946-09-11,Female,2026-07-14 10:09:33.9700000
AW00013159,1947-04-13,Male,2026-07-14 10:09:33.9700000
AW00013160,1948-08-06,Male,2026-07-14 10:09:33.9700000
AW00013161,1981-10-22,Male,2026-07-14 10:09:33.9700000
AW00013162,1981-10-20,Female,2026-07-14 10:09:33.9700000
AW00013163,1981-09-06,Male,2026-07-14 10:09:33.9700000
AW00013164,1981-11-01,Female,2026-07-14 10:09:33.9700000
AW00013165,1982-03-21,Male,2026-07-14 10:09:33.9700000
AW00013166,1981-09-10,Male,2026-07-14 10:09:33.9700000
AW00013167,1980-01-01,Male,2026-07-14 10:09:33.9700000
AW00013168,1979-09-16,Female,2026-07-14 10:09:33.9700000
AW00013169,1977-08-31,Male,2026-07-14 10:09:33.9700000
AW00013170,1977-07-07,Male,2026-07-14 10:09:33.9700000
AW00013171,1973-12-06,Female,2026-07-14 10:09:33.9700000
AW00013172,1974-03-18,Female,2026-07-14 10:09:33.9700000
AW00013173,1974-03-14,Male,2026-07-14 10:09:33.9700000
AW00013174,1973-11-01,Female,2026-07-14 10:09:33.9700000
AW00013175,1973-08-09,Male,2026-07-14 10:09:33.9700000
AW00013176,1973-02-28,Male,2026-07-14 10:09:33.9700000
AW00013177,1968-08-26,Female,2026-07-14 10:09:33.9700000
AW00013178,1968-10-15,Female,2026-07-14 10:09:33.9700000
AW00013179,1947-12-17,Male,2026-07-14 10:09:33.9700000
AW00013180,1947-08-22,Female,2026-07-14 10:09:33.9700000
AW00013181,1948-06-21,Male,2026-07-14 10:09:33.9700000
AW00013182,1953-11-14,Male,2026-07-14 10:09:33.9700000
AW00013183,1948-01-18,Male,2026-07-14 10:09:33.9700000
AW00013184,1953-08-23,Male,2026-07-14 10:09:33.9700000
AW00013185,1948-06-26,Male,2026-07-14 10:09:33.9700000
AW00013186,1948-05-23,Male,2026-07-14 10:09:33.9700000
AW00013187,1948-02-14,Male,2026-07-14 10:09:33.9700000
AW00013188,1947-07-20,Male,2026-07-14 10:09:33.9700000
AW00013189,1953-03-31,Female,2026-07-14 10:09:33.9700000
AW00013190,1947-08-09,Male,2026-07-14 10:09:33.9700000
AW00013191,1954-07-14,Female,2026-07-14 10:09:33.9700000
AW00013192,1948-09-12,Male,2026-07-14 10:09:33.9700000
AW00013193,1948-11-05,Male,2026-07-14 10:09:33.9700000
AW00013194,1949-02-23,Male,2026-07-14 10:09:33.9700000
AW00013195,1960-05-23,Male,2026-07-14 10:09:33.9700000
AW00013196,1954-10-29,Female,2026-07-14 10:09:33.9700000
AW00013197,1949-06-25,Female,2026-07-14 10:09:33.9700000
AW00013198,1949-04-14,Female,2026-07-14 10:09:33.9700000
AW00013199,1948-12-22,Male,2026-07-14 10:09:33.9700000
AW00013200,1949-01-06,Female,2026-07-14 10:09:33.9700000
AW00013201,1950-02-20,Male,2026-07-14 10:09:33.9700000
AW00013202,1949-10-17,Female,2026-07-14 10:09:33.9700000
AW00013203,1949-10-10,Female,2026-07-14 10:09:33.9700000
AW00013204,1955-08-04,Female,2026-07-14 10:09:33.9700000
AW00013205,1950-02-06,Male,2026-07-14 10:09:33.9700000
AW00013206,1956-06-18,Female,2026-07-14 10:09:33.9700000
AW00013207,1956-10-07,Male,2026-07-14 10:09:33.9700000
AW00013208,1951-04-01,Female,2026-07-14 10:09:33.9700000
AW00013209,1951-01-14,Female,2026-07-14 10:09:33.9700000
AW00013210,1950-11-24,Male,2026-07-14 10:09:33.9700000
AW00013211,1951-06-11,Male,2026-07-14 10:09:33.9700000
AW00013212,1951-02-07,Male,2026-07-14 10:09:33.9700000
AW00013213,1951-08-30,Female,2026-07-14 10:09:33.9700000
AW00013214,1952-06-19,Male,2026-07-14 10:09:33.9700000
AW00013215,1951-10-29,Female,2026-07-14 10:09:33.9700000
AW00013216,1952-03-14,Female,2026-07-14 10:09:33.9700000
AW00013217,1957-04-22,Male,2026-07-14 10:09:33.9700000
AW00013218,1951-07-28,Female,2026-07-14 10:09:33.9700000
AW00013219,1951-08-22,Male,2026-07-14 10:09:33.9700000
AW00013220,1952-01-25,Female,2026-07-14 10:09:33.9700000
AW00013221,1952-06-04,Female,2026-07-14 10:09:33.9700000
AW00013222,1951-08-30,Male,2026-07-14 10:09:33.9700000
AW00013223,1952-01-06,Male,2026-07-14 10:09:33.9700000
AW00013224,1951-08-11,Female,2026-07-14 10:09:33.9700000
AW00013225,1952-12-19,Male,2026-07-14 10:09:33.9700000
AW00013226,1952-09-09,Female,2026-07-14 10:09:33.9700000
AW00013227,1952-11-21,Male,2026-07-14 10:09:33.9700000
AW00013228,1952-10-28,Male,2026-07-14 10:09:33.9700000
AW00013229,1953-02-02,Male,2026-07-14 10:09:33.9700000
AW00013230,1952-09-07,Female,2026-07-14 10:09:33.9700000
AW00013231,1954-04-10,Female,2026-07-14 10:09:33.9700000
AW00013232,1954-04-19,Female,2026-07-14 10:09:33.9700000
AW00013233,1954-06-04,Male,2026-07-14 10:09:33.9700000
AW00013234,1959-08-19,Male,2026-07-14 10:09:33.9700000
AW00013235,1954-03-22,Male,2026-07-14 10:09:33.9700000
AW00013236,1953-11-22,Male,2026-07-14 10:09:33.9700000
AW00013237,1953-10-20,Male,2026-07-14 10:09:33.9700000
AW00013238,1954-04-25,Male,2026-07-14 10:09:33.9700000
AW00013239,1960-04-11,Male,2026-07-14 10:09:33.9700000
AW00013240,1960-11-05,Male,2026-07-14 10:09:33.9700000
AW00013241,1961-01-01,Female,2026-07-14 10:09:33.9700000
AW00013242,1961-05-05,Male,2026-07-14 10:09:33.9700000
AW00013243,1957-05-12,Female,2026-07-14 10:09:33.9700000
AW00013244,1957-04-20,Male,2026-07-14 10:09:33.9700000
AW00013245,1956-12-21,Male,2026-07-14 10:09:33.9700000
AW00013246,1957-07-25,Female,2026-07-14 10:09:33.9700000
AW00013247,1963-05-11,Male,2026-07-14 10:09:33.9700000
AW00013248,1957-09-03,Female,2026-07-14 10:09:33.9700000
AW00013249,1958-01-18,Male,2026-07-14 10:09:33.9700000
AW00013250,1963-02-19,Female,2026-07-14 10:09:33.9700000
AW00013251,1974-08-12,Male,2026-07-14 10:09:33.9700000
AW00013252,1963-12-31,Female,2026-07-14 10:09:33.9700000
AW00013253,1974-11-13,Female,2026-07-14 10:09:33.9700000
AW00013254,1963-07-23,Female,2026-07-14 10:09:33.9700000
AW00013255,1962-09-23,Male,2026-07-14 10:09:33.9700000
AW00013256,1963-05-13,Female,2026-07-14 10:09:33.9700000
AW00013257,1963-01-03,Male,2026-07-14 10:09:33.9700000
AW00013258,1962-08-31,Female,2026-07-14 10:09:33.9700000
AW00013259,1963-05-07,Male,2026-07-14 10:09:33.9700000
AW00013260,1963-04-08,Male,2026-07-14 10:09:33.9700000
AW00013261,1962-10-03,Female,2026-07-14 10:09:33.9700000
AW00013262,1963-04-20,Male,2026-07-14 10:09:33.9700000
AW00013263,1961-10-22,Female,2026-07-14 10:09:33.9700000
AW00013264,1961-11-20,Female,2026-07-14 10:09:33.9700000
AW00013265,1961-07-21,Male,2026-07-14 10:09:33.9700000
AW00013266,1962-01-11,Male,2026-07-14 10:09:33.9700000
AW00013267,1937-09-02,Male,2026-07-14 10:09:33.9700000
AW00013268,1938-01-21,Female,2026-07-14 10:09:33.9700000
AW00013269,1937-09-05,Female,2026-07-14 10:09:33.9700000
AW00013270,1939-04-26,Male,2026-07-14 10:09:33.9700000
AW00013271,1939-06-19,Male,2026-07-14 10:09:33.9700000
AW00013272,1938-10-12,Female,2026-07-14 10:09:33.9700000
AW00013273,1938-08-01,Female,2026-07-14 10:09:33.9700000
AW00013274,1970-10-01,Male,2026-07-14 10:09:33.9700000
AW00013275,1971-02-24,Male,2026-07-14 10:09:33.9700000
AW00013276,1976-03-16,Female,2026-07-14 10:09:33.9700000
AW00013277,1971-02-22,Male,2026-07-14 10:09:33.9700000
AW00013278,1971-05-09,Male,2026-07-14 10:09:33.9700000
AW00013279,1971-05-02,Female,2026-07-14 10:09:33.9700000
AW00013280,1981-02-12,Female,2026-07-14 10:09:33.9700000
AW00013281,1975-05-14,Male,2026-07-14 10:09:33.9700000
AW00013282,1980-12-08,Female,2026-07-14 10:09:33.9700000
AW00013283,1962-06-19,Male,2026-07-14 10:09:33.9700000
AW00013284,1962-02-07,Female,2026-07-14 10:09:33.9700000
AW00013285,1968-12-07,Female,2026-07-14 10:09:33.9700000
AW00013286,1974-10-06,Female,2026-07-14 10:09:33.9700000
AW00013287,1969-03-02,Male,2026-07-14 10:09:33.9700000
AW00013288,1980-03-15,Male,2026-07-14 10:09:33.9700000
AW00013289,1978-08-22,Female,2026-07-14 10:09:33.9700000
AW00013290,1967-12-30,Male,2026-07-14 10:09:33.9700000
AW00013291,1967-08-25,Female,2026-07-14 10:09:33.9700000
AW00013292,1973-08-08,Female,2026-07-14 10:09:33.9700000
AW00013293,1968-01-10,Female,2026-07-14 10:09:33.9700000
AW00013294,1966-12-09,Female,2026-07-14 10:09:33.9700000
AW00013295,1972-10-19,Female,2026-07-14 10:09:33.9700000
AW00013296,1966-11-18,Male,2026-07-14 10:09:33.9700000
AW00013297,1966-12-20,Male,2026-07-14 10:09:33.9700000
AW00013298,1972-07-23,Female,2026-07-14 10:09:33.9700000
AW00013299,1967-04-14,Female,2026-07-14 10:09:33.9700000
AW00013300,1966-09-03,Male,2026-07-14 10:09:33.9700000
AW00013301,1966-01-30,Female,2026-07-14 10:09:33.9700000
AW00013302,1961-02-14,Male,2026-07-14 10:09:33.9700000
AW00013303,1966-09-30,Male,2026-07-14 10:09:33.9700000
AW00013304,1961-06-24,Female,2026-07-14 10:09:33.9700000
AW00013305,1971-09-18,Male,2026-07-14 10:09:33.9700000
AW00013306,1961-05-27,Female,2026-07-14 10:09:33.9700000
AW00013307,1940-11-09,Female,2026-07-14 10:09:33.9700000
AW00013308,1941-09-15,Female,2026-07-14 10:09:33.9700000
AW00013309,1947-05-18,Female,2026-07-14 10:09:33.9700000
AW00013310,1966-05-18,Male,2026-07-14 10:09:33.9700000
AW00013311,1965-09-23,Female,2026-07-14 10:09:33.9700000
AW00013312,1965-11-17,Female,2026-07-14 10:09:33.9700000
AW00013313,1971-09-07,Female,2026-07-14 10:09:33.9700000
AW00013314,1966-01-31,Male,2026-07-14 10:09:33.9700000
AW00013315,1959-10-01,Male,2026-07-14 10:09:33.9700000
AW00013316,1959-10-15,Male,2026-07-14 10:09:33.9700000
AW00013317,1960-03-08,Male,2026-07-14 10:09:33.9700000
AW00013318,1959-08-25,Female,2026-07-14 10:09:33.9700000
AW00013319,1959-08-30,Male,2026-07-14 10:09:33.9700000
AW00013320,1958-11-15,Female,2026-07-14 10:09:33.9700000
AW00013321,1959-04-18,Female,2026-07-14 10:09:33.9700000
AW00013322,1958-11-19,Female,2026-07-14 10:09:33.9700000
AW00013323,1958-09-19,Male,2026-07-14 10:09:33.9700000
AW00013324,1943-03-20,Female,2026-07-14 10:09:33.9700000
AW00013325,1943-07-04,Male,2026-07-14 10:09:33.9700000
AW00013326,1944-02-13,Male,2026-07-14 10:09:33.9700000
AW00013327,1944-01-08,Female,2026-07-14 10:09:33.9700000
AW00013328,1945-01-13,Male,2026-07-14 10:09:33.9700000
AW00013329,1944-09-01,Male,2026-07-14 10:09:33.9700000
AW00013330,1945-05-01,Female,2026-07-14 10:09:33.9700000
AW00013331,1945-05-21,Female,2026-07-14 10:09:33.9700000
AW00013332,1946-04-02,Male,2026-07-14 10:09:33.9700000
AW00013333,1945-08-12,Female,2026-07-14 10:09:33.9700000
AW00013334,1945-10-18,Female,2026-07-14 10:09:33.9700000
AW00013335,1951-02-17,Female,2026-07-14 10:09:33.9700000
AW00013336,1946-04-20,Female,2026-07-14 10:09:33.9700000
AW00013337,1953-05-05,Female,2026-07-14 10:09:33.9700000
AW00013338,1953-08-08,Female,2026-07-14 10:09:33.9700000
AW00013339,1947-07-19,Female,2026-07-14 10:09:33.9700000
AW00013340,1947-10-31,Female,2026-07-14 10:09:33.9700000
AW00013341,1948-03-14,Male,2026-07-14 10:09:33.9700000
AW00013342,1947-12-15,Male,2026-07-14 10:09:33.9700000
AW00013343,1953-09-21,Female,2026-07-14 10:09:33.9700000
AW00013344,1948-03-10,Female,2026-07-14 10:09:33.9700000
AW00013345,1947-08-30,Male,2026-07-14 10:09:33.9700000
AW00013346,1948-11-22,Male,2026-07-14 10:09:33.9700000
AW00013347,1948-07-01,Female,2026-07-14 10:09:33.9700000
AW00013348,1948-08-18,Male,2026-07-14 10:09:33.9700000
AW00013349,1949-04-04,Female,2026-07-14 10:09:33.9700000
AW00013350,1949-03-02,Male,2026-07-14 10:09:33.9700000
AW00013351,1949-10-25,Female,2026-07-14 10:09:33.9700000
AW00013352,1955-03-03,Male,2026-07-14 10:09:33.9700000
AW00013353,1955-09-22,Female,2026-07-14 10:09:33.9700000
AW00013354,1955-11-08,Male,2026-07-14 10:09:33.9700000
AW00013355,1950-03-24,Male,2026-07-14 10:09:33.9700000
AW00013356,1950-11-04,Female,2026-07-14 10:09:33.9700000
AW00013357,1951-03-27,Male,2026-07-14 10:09:33.9700000
AW00013358,1950-12-13,Female,2026-07-14 10:09:33.9700000
AW00013359,1951-03-02,Male,2026-07-14 10:09:33.9700000
AW00013360,1951-07-03,Female,2026-07-14 10:09:33.9700000
AW00013361,1952-02-29,Male,2026-07-14 10:09:33.9700000
AW00013362,1962-08-08,Female,2026-07-14 10:09:33.9700000
AW00013363,1951-12-14,Female,2026-07-14 10:09:33.9700000
AW00013364,1952-04-01,Female,2026-07-14 10:09:33.9700000
AW00013365,1957-09-21,Male,2026-07-14 10:09:33.9700000
AW00013366,1957-05-06,Male,2026-07-14 10:09:33.9700000
AW00013367,1952-10-11,Female,2026-07-14 10:09:33.9700000
AW00013368,1969-12-18,Male,2026-07-14 10:09:33.9700000
AW00013369,1953-02-13,Female,2026-07-14 10:09:33.9700000
AW00013370
